3281.83304,-1132.03,3.21
3320.62631,411.517,3.5
3578.91097,-1670.58,4.84
3608.7735,-1524.58,3.71
3624.71807,-928.693,4.3
3632.722,-615.173,3.52
3660.68277,492.327,3.45
3750.60256,-1787.66,3.5
3993.84856,326.437,3.3
4006.77107,823.397,3.89
4013.8003,1085.84,3.58
4014.61077,1108.05,3.7
4041.65276,1737.45,3.07
4047.653991673.72,3.25
